,SecurityDescription,Ticker,AssetClass,Sector,Type,SharesPar,PriceBase,PriceLocal,Value,PctofPortfolio,Currency_trades,TradeData,EffectiveDate,filename,first_word_SecurityDescription,first_word_LongName,Symbol,ExchangeRate,Exchange,Ticker_to_CAD,Ticker_from_CAD,EXPIRY_DATE,STRIKE,OptPC,RATE_Q,RATE,HVOL_trades,TERM_DAYS,TERM_YEARS,SymbolYahoo,RISK_MULTIPLIER,RISK_UNITS,Country,exp_codes,parse_handle,parse_cents,OptionTicker,TickerYahoo,CADUSD=X,CADHKD=X,CADBRL=X,CADEUR=X,CADSEK=X,CADJPY=X,CADCHF=X,USD,HKD,BRL,EUR,SEK,JPY,CHF,UNDERLYING_SPOT,HVOL,Currency,PRICE_PUT,PRICE_CALL,DELTA_PUT,DELTA_CALL,DELTA,PRICE,DELTA_POS,DELTA_DOLLARS,GAMMA,GAMMA_MOVE_PCT,GAMMA_MOVE_PRICE,VaR_025,POSVaR_025,WEIGHT_RISK_POSVaR025,WEIGHT_DELTA_DOLLARS
132,Roblox Corp Call 100 12/17/21,RBLX US 12/17/21 C100 Equity,Option,Communication Services,Buy A Call Option,155,5.81,4.6,90390.0,0.0032,USD,2021-08-17,2021-08-18,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ROBLOX,ROBLOX,RBLX,1.2569600343704224,NYQ,USDCAD=X,CADUSD=X,2021-12-17,100.0,C,0.01,0.01,0.2,122,0.33424657534246577,RBLX,100,15500,United States,211217,00100,000,RBLX211217C00100000,RBLX211217C00100000,0.7955702543258667,6.191089153289795,4.182275772094727,0.6751000285148621,6.878799915313721,86.91899871826172,0.7254999876022339,1.2569600343704224,0.16148200631141663,,1.4806100130081177,0.1452929973602295,0.011497000232338905,1.377269983291626,78.68000030517578,0.6824442340200366,USD,27.085601021995586,5.76894373706503,-0.6592350022872477,0.3407649977127523,0.3407649977127523,5.76894373706503,5281.857464547661,330620.3344250767,0.011813418540560854,-0.025,-1.9670000076293945,-0.8426584004655661,-13061.205207216273,5.266851121932952e-191,5.809068204645756e-96
133,Roblox Corp Call 110 06/18/21,RBLX US 06/18/21 C110 Equity,Option,Communication Services,Write A Call,-51,1.32,1.05,-6610.0,-0.0002,USD,2021-04-20,2021-04-21,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ROBLOX,ROBLOX,RBLX,1.2521699666976929,NYQ,USDCAD=X,CADUSD=X,2021-06-18,110.0,C,0.01,0.01,0.2,59,0.16164383561643836,RBLX,100,-5100,United States,210618,00110,000,RBLX210618C00110000,RBLX210618C00110000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,,,,,
134,Roblox Corp Call 110 06/18/21,RBLX US 06/18/21 C110 Equity,Option,Communication Services,Buy Back A Written Call,51,3.73,3.1,19160.0,0.0007000000000000001,USD,2021-06-02,2021-06-03,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,ROBLOX,ROBLOX,RBLX,1.2069000005722046,NYQ,USDCAD=X,CADUSD=X,2021-06-18,110.0,C,0.01,0.01,0.2,16,0.043835616438356165,RBLX,100,5100,United States,210618,00110,000,RBLX210618C00110000,RBLX210618C00110000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,,,,,
135,Jack Henry & Associates Call 180 06/18/21,JKHY US 06/18/21 C180 Equity,Option,Information Technology,Write A Call,-23,2.25,1.79,-5119.0,-0.0002,USD,2021-03-10,2021-03-11,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,JACK,JACK,JKHY,1.2643100023269653,NMS,USDCAD=X,CADUSD=X,2021-06-18,180.0,C,0.01,0.01,0.2,100,0.273972602739726,JKHY,100,-2300,United States,210618,00180,000,JKHY210618C00180000,JKHY210618C00180000,0.7909452319145203,6.1378679275512695,4.5886149406433105,0.6646199822425842,6.717599868774414,85.8550033569336,0.7335000038146973,1.2643100023269653,0.16289600729942322,,1.5040299892425537,0.1487489938735962,0.011641999706625938,1.3621900081634521,149.03067016601562,0.283573556441369,USD,32.13692389436113,1.1725254996717922,-0.8844674532182956,0.11553254678170444,0.11553254678170444,1.1725254996717922,-265.7248575979202,-31322.344626476977,0.008803641416779761,-0.025,-3.7257667541503907,-0.5443632355575366,1252.0354417823341,-5.0487563487692434e-192,-5.503401252709626e-97
136,Jack Henry & Associates Call 185 09/17/21,JKHY US 09/17/21 C185 Equity,Option,Information Technology,Write A Call,-23,2.47,2.0,-5622.0,-0.0002,USD,2021-06-21,2021-06-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,JACK,JACK,JKHY,1.2449899911880493,NMS,USDCAD=X,CADUSD=X,2021-09-17,185.0,C,0.01,0.01,0.2,88,0.2410958904109589,JKHY,100,-2300,United States,210917,00185,000,JKHY210917C00185000,JKHY210917C00185000,0.8032193183898926,6.235650062561035,4.080948829650879,0.6764000058174133,6.912399768829346,88.50299835205078,0.7408400177955627,1.2449899911880493,0.16033600270748138,,1.4778399467468262,0.14459800720214844,0.01129399985074997,1.3494499921798706,166.85000610351562,0.20673358214078733,USD,19.582681598653096,1.437147922374077,-0.833042960138532,0.16695703986146804,0.16695703986146804,1.437147922374077,-384.0011916813765,-51462.743981302745,0.014768505481838352,-0.025,-4.1712501525878904,-0.8674902973616802,1995.2276839318642,-8.045633614134074e-192,-9.042111408708801e-97
137,Uber Technologies Inc Call 65 03/19/21,UBER US 03/19/21 C65 Equity,Option,Industrials,Write A Call,-46,1.29,1.0,-5783.0,-0.0002,USD,2021-02-01,2021-02-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,UBER,UBER,UBER,1.2802200317382812,NYQ,USDCAD=X,CADUSD=X,2021-03-19,65.0,C,0.01,0.01,0.2,46,0.12602739726027398,UBER,100,-4600,United States,210319,00065,000,UBER210319C00065000,UBER210319C00065000,0.781115710735321,6.054930210113525,4.273313999176025,0.6441799998283386,6.5432000160217285,81.75700378417969,0.696150004863739,1.2802200317382812,0.1651179939508438,,1.5520199537277222,0.15275199711322784,0.012223999947309494,1.4360300302505493,52.7599983215332,0.5265533565376141,USD,12.964716885621314,0.7255343800747944,-0.846748324969633,0.15325167503036702,0.15325167503036702,0.7255343800747944,-704.9577051396883,-29052.48036887883,0.02398077256707337,-0.025,-1.3189999580383303,-0.25916160030929764,1192.1433614227692,-4.807245197514693e-192,-5.104581370363178e-97
138,Uber Technologies Inc Call 65 08/20/21,UBER US 08/20/21 C65 Equity,Option,Industrials,Write A Call,-140,0.6,0.49,-8129.0,-0.0003,USD,2021-06-11,2021-06-14,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,UBER,UBER,UBER,1.2093000411987305,NYQ,USDCAD=X,CADUSD=X,2021-08-20,65.0,C,0.01,0.01,0.2,70,0.1917808219178082,UBER,100,-14000,United States,210820,00065,000,UBER210820C00065000,UBER210820C00065000,0.8269246220588684,6.415204048156738,4.177295207977295,0.6790900230407715,6.820000171661377,90.43000030517578,0.7395700216293335,1.2093000411987305,0.1558540016412735,,1.4722800254821777,0.1465590000152588,0.01105200033634901,1.3517999649047852,50.0099983215332,0.46026538696127406,USD,15.509502035618091,0.5207469205403683,-0.8848876066663229,0.11511239333367701,0.11511239333367701,0.5207469205403683,-1611.573506671478,-66645.8162721781,0.01926925521660693,-0.025,-1.2502499580383302,-0.17427368454344438,2439.8315836082215,-9.838471649120636e-192,-1.1709808864376014e-96
139,Fleetcor Technologies Inc Call 320 06/18/21,FLT US 06/18/21 C320 Equity,Option,Information Technology,Write A Call,-8,3.44,2.75,-2726.0,-0.0001,USD,2021-04-21,2021-04-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,FLEETCOR,FLEETCOR,FLT,1.2611500024795532,NYQ,USDCAD=X,CADUSD=X,2021-06-18,320.0,C,0.01,0.01,0.2,58,0.1589041095890411,FLT,100,-800,United States,210618,00320,000,FLT210618C00320000,FLT210618C00320000,0.792927086353302,6.153429985046387,4.413059234619141,0.6585999727249146,6.689799785614014,85.72000122070312,0.7262600064277649,1.2611500024795532,0.1624789983034134,,1.5175399780273438,0.14928199350833893,0.01165900006890297,1.376579999923706,287.8599853515625,0.26574764361928777,USD,34.816233673588414,2.6813039162571144,-0.8279399599000146,0.1720600400999855,0.1720600400999855,2.6813039162571144,-137.64803207998838,-31418.435888128435,0.008362579835407138,-0.025,-7.196499633789063,-1.5618454226797611,1249.4763381438088,-5.0384369198529416e-192,-5.520284687715959e-97
140,Fleetcor Technologies Inc Call 290 03/19/21,FLT US 03/19/21 C290 Equity,Option,Information Technology,Rebook - Write A Call,-14,3.58,2.8,-4970.0,-0.0002,USD,2021-02-03,2021-02-05,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,FLEETCOR,FLEETCOR,FLT,1.2785099744796753,NYQ,USDCAD=X,CADUSD=X,2021-03-19,290.0,C,0.01,0.01,0.2,44,0.12054794520547946,FLT,100,-1400,United States,210319,00290,000,FLT210319C00290000,FLT210319C00290000,0.7821605205535889,6.061679840087891,4.196946144104004,0.649399995803833,6.566699981689453,82.13700103759766,0.7020900249481201,1.2785099744796753,0.16493800282478333,,1.539180040359497,0.1521649956703186,0.01217000000178814,1.4239799976348877,254.3800048828125,0.4183853787748734,USD,39.55745537230558,3.9409561244580047,-0.7965753184013629,0.20342468159863708,0.20342468159863708,3.9409561244580047,-284.7945542380919,-56664.430895166166,0.007653777890384225,-0.025,-6.359500122070313,-1.6541681435570008,2315.8354009798013,-9.338464625855218e-192,-9.9560586441198e-97
141,Alphabet Inc Call 2700 09/17/21,GOOGL US 09/17/21 C2700 Equity,Option,Communication Services,Write A Call,-1,36.97,30.4,-3694.0,-0.0001,USD,2021-06-11,2021-06-14,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALPHABET,ALPHABET,GOOGL,1.2093000411987305,NMS,USDCAD=X,CADUSD=X,2021-09-17,2700.0,C,0.01,0.01,0.2,98,0.2684931506849315,GOOGL,100,-100,United States,210917,02700,000,GOOGL210917C02700000,GOOGL210917C02700000,0.8269246220588684,6.415204048156738,4.177295207977295,0.6790900230407715,6.820000171661377,90.43000030517578,0.7395700216293335,1.2093000411987305,0.1558540016412735,,1.4722800254821777,0.1465590000152588,0.01105200033634901,1.3517999649047852,2430.199951171875,0.23420317690089898,USD,302.8257727628177,33.09821611219087,-0.7900574021749376,0.20994259782506242,0.20994259782506242,33.09821611219087,-20.99425978250624,-42189.90106687006,0.0009770678952272394,-0.025,-60.754998779296876,-15.424726334381257,1542.4726334381257,-6.219926561973009e-192,-7.412853576320015e-97
142,Alphabet Inc Call 2240 04/16/21,GOOGL US 04/16/21 C2240 Equity,Option,Communication Services,Write A Call,-2,30.68,23.85,-6129.0,-0.0002,USD,2021-02-01,2021-02-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALPHABET,ALPHABET,GOOGL,1.2802200317382812,NMS,USDCAD=X,CADUSD=X,2021-04-16,2240.0,C,0.01,0.01,0.2,74,0.20273972602739726,GOOGL,100,-200,United States,210416,02240,000,GOOGL210416C02240000,GOOGL210416C02240000,0.781115710735321,6.054930210113525,4.273313999176025,0.6441799998283386,6.5432000160217285,81.75700378417969,0.696150004863739,1.2802200317382812,0.1651179939508438,,1.5520199537277222,0.15275199711322784,0.012223999947309494,1.4360300302505493,1893.0699462890625,0.28888616759358443,USD,359.230412374302,12.345771901639694,-0.8903673467900082,0.10963265320999183,0.10963265320999183,12.345771901639694,-21.926530641998365,-32422.907903099433,0.0007617885727943711,-0.025,-47.32674865722657,-6.642508369154182,1328.5016738308364,-5.357101753090836e-192,-5.696772514902123e-97
143,Alibaba Group Holding Lt Call 180 12/17/21,BABA US 12/17/21 C180 Equity,Option,Consumer Discretionary,Buy A Call Option,200,16.97,13.41,339936.0,0.0121,USD,2021-08-23,2021-08-25,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2826000452041626,NYQ,USDCAD=X,CADUSD=X,2021-12-17,180.0,C,0.01,0.01,0.2,116,0.3178082191780822,BABA,100,20000,United States,211217,00180,000,BABA211217C00180000,BABA211217C00180000,0.7796663045883179,6.0735602378845215,4.1919050216674805,0.6664699912071228,6.86460018157959,85.61000061035156,0.7150599956512451,1.2826000452041626,0.16460999846458435,,1.500059962272644,0.14556799829006195,0.01167299970984459,1.3980900049209595,161.05999755859375,0.3309863088087701,USD,24.31817653134476,5.38389454698283,-0.6922996312462513,0.30770036875374873,0.30770036875374873,5.38389454698283,6154.007375074974,772777.4659850188,0.011701056807309086,-0.025,-4.026499938964844,-1.5893600444126081,-31787.200888252162,1.2817994358506892e-190,1.3577861188503478e-95
144,Alibaba Group Holding Lt Call 165 03/18/22,BABA US 03/18/22 C165 Equity,Option,Consumer Discretionary,Buy A Call Option,200,14.92,11.82,298952.0,0.0106,USD,2021-09-27,2021-09-28,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2649400234222412,NYQ,USDCAD=X,CADUSD=X,2022-03-18,165.0,C,0.01,0.01,0.2,172,0.4712328767123288,BABA,100,20000,United States,220318,00165,000,BABA220318C00165000,BABA220318C00165000,0.7905513048171997,6.153779983520508,4.213760852813721,0.6742600202560425,6.826900005340576,87.54000091552734,0.7305600047111511,1.2649400234222412,0.16246899962425232,,1.4827799797058105,0.1464100033044815,0.0114139998331666,1.367959976196289,150.17999267578125,0.3760619953650964,USD,24.646463474020905,9.834231309070951,-0.5930104293592224,0.40698957064077756,0.40698957064077756,9.834231309070951,8139.791412815552,966396.6608090906,0.01000918193611529,-0.025,-3.7544998168945316,-1.933069892726665,-38661.3978545333,1.5589972244915305e-190,1.697979080791868e-95
145,Alibaba Group Holding Lt Call 165 03/18/22,BABA US 03/18/22 C165 Equity,Option,Consumer Discretionary,Buy A Call Option,100,15.4,12.19,154256.0,0.0055000000000000005,USD,2021-09-27,2021-09-28,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2649400234222412,NYQ,USDCAD=X,CADUSD=X,2022-03-18,165.0,C,0.01,0.01,0.2,172,0.4712328767123288,BABA,100,10000,United States,220318,00165,000,BABA220318C00165000,BABA220318C00165000,0.7905513048171997,6.153779983520508,4.213760852813721,0.6742600202560425,6.826900005340576,87.54000091552734,0.7305600047111511,1.2649400234222412,0.16246899962425232,,1.4827799797058105,0.1464100033044815,0.0114139998331666,1.367959976196289,150.17999267578125,0.3760619953650964,USD,24.646463474020905,9.834231309070951,-0.5930104293592224,0.40698957064077756,0.40698957064077756,9.834231309070951,4069.895706407776,483198.3304045453,0.01000918193611529,-0.025,-3.7544998168945316,-1.933069892726665,-19330.69892726665,7.794986122457652e-191,8.48989540395934e-96
146,Alibaba Group Holding Lt Call 230 09/17/21,BABA US 09/17/21 C230 Equity,Option,Consumer Discretionary,Buy A Call Option,70,7.94,6.45,55769.0,0.002,USD,2021-06-23,2021-06-24,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2309999465942383,NYQ,USDCAD=X,CADUSD=X,2021-09-17,230.0,C,0.01,0.01,0.2,86,0.2356164383561644,BABA,100,7000,United States,210917,00230,000,BABA210917C00230000,BABA210917C00230000,0.8123477101325989,6.3076701164245605,4.0256547927856445,0.6804670095443726,6.887599945068359,89.87699890136719,0.7455999851226807,1.2309999465942383,0.15851199626922607,,1.4688999652862549,0.14511799812316895,0.011125000193715096,1.3399800062179565,214.86000061035156,0.32039209546974623,USD,22.650107590173178,7.515527314765052,-0.6405498962040002,0.35945010379599984,0.35945010379599984,7.515527314765052,2516.150726571999,439171.5435428814,0.011190222435484782,-0.025,-5.371500015258789,-2.3771340684052604,-16639.938478836822,6.709953427401643e-191,7.716335579952916e-96
147,Alibaba Group Holding Lt Call 285 04/16/21,BABA US 04/16/21 C285 Equity,Option,Consumer Discretionary,Buy A Call Option,12,1.33,1.06,1633.0,0.0001,USD,2021-03-10,2021-03-11,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2643100023269653,NYQ,USDCAD=X,CADUSD=X,2021-04-16,285.0,C,0.01,0.01,0.2,37,0.10136986301369863,BABA,100,1200,United States,210416,00285,000,BABA210416C00285000,BABA210416C00285000,0.7909452319145203,6.1378679275512695,4.5886149406433105,0.6646199822425842,6.717599868774414,85.8550033569336,0.7335000038146973,1.2643100023269653,0.16289600729942322,,1.5040299892425537,0.1487489938735962,0.011641999706625938,1.3621900081634521,234.3000030517578,0.4729967688926973,USD,52.46281584711011,1.7657079253208074,-0.8897841831715143,0.11021581682848569,0.11021581682848569,1.7657079253208074,132.25898019418284,24510.032670852415,0.0053366136746819635,-0.025,-5.857500076293945,-0.8163082358464062,-979.5698830156874,3.9500556461071724e-192,4.306463839577989e-97
148,Alibaba Group Holding Lt Call 340 01/15/21,BABA US 01/15/21 C340 Equity,Option,Consumer Discretionary,Write A Call,-8,5.21,4.0,-4141.0,-0.0001,USD,2020-11-09,2020-11-10,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.3022300004959106,NYQ,USDCAD=X,CADUSD=X,2021-01-15,340.0,C,0.01,0.01,0.2,67,0.18356164383561643,BABA,100,-800,United States,210115,00340,000,BABA210115C00340000,BABA210115C00340000,0.7679135203361511,5.952849864959717,4.108415126800537,0.6455900073051453,6.622200012207031,79.27899932861328,0.6904600262641907,1.3022300004959106,0.16795699298381805,,1.5486400127410889,0.15094099938869476,0.012612000107765198,1.4479000568389893,290.5299987792969,0.38239020051887934,USD,54.08395522522275,4.620195043129073,-0.8099550319182744,0.19004496808172555,0.19004496808172555,4.620195043129073,-152.03597446538043,-33919.51610622942,0.0057020200123782195,-0.025,-7.263249969482422,-1.7976435843927407,1438.1148675141926,-5.799110253049839e-192,-5.959729696369272e-97
149,Alibaba Group Holding Lt Call 320 04/16/21,BABA US 04/16/21 C320 Equity,Option,Consumer Discretionary,Write A Call,-7,4.57,3.55,-3176.0,-0.0001,USD,2021-02-01,2021-02-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2802200317382812,NYQ,USDCAD=X,CADUSD=X,2021-04-16,320.0,C,0.01,0.01,0.2,74,0.20273972602739726,BABA,100,-700,United States,210416,00320,000,BABA210416C00320000,BABA210416C00320000,0.781115710735321,6.054930210113525,4.273313999176025,0.6441799998283386,6.5432000160217285,81.75700378417969,0.696150004863739,1.2802200317382812,0.1651179939508438,,1.5520199537277222,0.15275199711322784,0.012223999947309494,1.4360300302505493,264.69000244140625,0.4874571668606831,USD,62.12229899720995,6.818789044084085,-0.7747974009540516,0.22520259904594842,0.22520259904594842,6.818789044084085,-157.6418193321639,-32593.001600859487,0.005165027393594835,-0.025,-6.617250061035157,-1.9079002097094875,1335.5301467966412,-5.385443640488005e-192,-5.72665833221541e-97
150,Alibaba Group Holding Lt Call 285 04/16/21,BABA US 04/16/21 C285 Equity,Option,Consumer Discretionary,Write A Call,-12,1.26,1.0,-1480.0,-0.0001,USD,2021-03-10,2021-03-11,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2643100023269653,NYQ,USDCAD=X,CADUSD=X,2021-04-16,285.0,C,0.01,0.01,0.2,37,0.10136986301369863,BABA,100,-1200,United States,210416,00285,000,BABA210416C00285000,BABA210416C00285000,0.7909452319145203,6.1378679275512695,4.5886149406433105,0.6646199822425842,6.717599868774414,85.8550033569336,0.7335000038146973,1.2643100023269653,0.16289600729942322,,1.5040299892425537,0.1487489938735962,0.011641999706625938,1.3621900081634521,234.3000030517578,0.4729967688926973,USD,52.46281584711011,1.7657079253208074,-0.8897841831715143,0.11021581682848569,0.11021581682848569,1.7657079253208074,-132.25898019418284,-24510.032670852415,0.0053366136746819635,-0.025,-5.857500076293945,-0.8163082358464062,979.5698830156874,-3.9500556461071724e-192,-4.306463839577989e-97
151,Alibaba Group Holding Lt Call 285 04/16/21,BABA US 04/16/21 C285 Equity,Option,Consumer Discretionary,Sell A Call Option,-12,1.26,1.0,-1480.0,-0.0001,USD,2021-03-10,2021-03-11,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,ALIBABA,ALIBABA,BABA,1.2643100023269653,NYQ,USDCAD=X,CADUSD=X,2021-04-16,285.0,C,0.01,0.01,0.2,37,0.10136986301369863,BABA,100,-1200,United States,210416,00285,000,BABA210416C00285000,BABA210416C00285000,0.7909452319145203,6.1378679275512695,4.5886149406433105,0.6646199822425842,6.717599868774414,85.8550033569336,0.7335000038146973,1.2643100023269653,0.16289600729942322,,1.5040299892425537,0.1487489938735962,0.011641999706625938,1.3621900081634521,234.3000030517578,0.4729967688926973,USD,52.46281584711011,1.7657079253208074,-0.8897841831715143,0.11021581682848569,0.11021581682848569,1.7657079253208074,-132.25898019418284,-24510.032670852415,0.0053366136746819635,-0.025,-5.857500076293945,-0.8163082358464062,979.5698830156874,-3.9500556461071724e-192,-4.306463839577989e-97
152,Square Inc Call 260 12/17/21,SQ US 12/17/21 C260 Equity,Option,Information Technology,Buy A Call Option,200,15.4,12.44,308589.0,0.0109,USD,2021-10-18,2021-10-19,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SQUARE,SQUARE,SQ,1.2373700141906738,NYQ,USDCAD=X,CADUSD=X,2021-12-17,260.0,C,0.01,0.01,0.2,60,0.1643835616438356,SQ,100,20000,United States,211217,00260,000,SQ211217C00260000,SQ211217C00260000,0.8081656694412231,6.285109996795654,4.412445068359375,0.6967800259590149,6.954899787902832,92.38600158691406,0.7462599873542786,1.2373700141906738,0.1590770035982132,,1.434499979019165,0.14371399581432343,0.01081900019198656,1.3396400213241577,252.1999969482422,0.4003232197247413,USD,20.75225803385939,12.956528919575987,-0.5423705874045848,0.4576294125954152,0.4576294125954152,12.956528919575987,9152.588251908304,1865474.9207815332,0.00969094972254238,-0.025,-6.304999923706055,-3.5705458572107793,-71410.9171442156,2.8796015613587714e-190,3.277678327837942e-95
153,Roper Technologies Inc Call 440 05/21/21,ROP US 05/21/21 C440 Equity,Option,Industrials,Write A Call,-1,7.69,6.1,-767.0,0.0,USD,2021-04-20,2021-04-21,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ROPER,ROPER,ROP,1.2521699666976929,NYQ,USDCAD=X,CADUSD=X,2021-05-21,440.0,C,0.01,0.01,0.2,31,0.08493150684931507,ROP,100,-100,United States,210521,00440,000,ROP210521C00440000,ROP210521C00440000,0.7986136078834534,6.200829982757568,4.426299095153809,0.6630499958992004,6.701700210571289,86.31900024414062,0.7305700182914734,1.2521699666976929,0.1612360030412674,,1.5075000524520874,0.14914600551128387,0.011579000391066074,1.3684600591659546,425.5060119628906,0.23488708253904306,USD,20.446349801189285,5.956098734511926,-0.6754351200206463,0.3245648799793537,0.3245648799793537,5.956098734511926,-32.45648799793537,-11029.198221983157,0.012349846100314938,-0.025,-10.637650299072266,-4.324062879729434,432.4062879729434,-1.7436519117568823e-192,-1.937853121631782e-97
